external_gene_name,gene,HU_No_Ex_vs_NL_No_Ex_log2FoldChange,HU_No_Ex_vs_NL_No_Ex_pvalue,HU_No_Ex_vs_NL_No_Ex_padj,HU_Ex_vs_NL_Ex_log2FoldChange,HU_Ex_vs_NL_Ex_pvalue,HU_Ex_vs_NL_Ex_padj,HU_No_Ex_vs_HU_Ex_log2FoldChange,HU_No_Ex_vs_HU_Ex_pvalue,HU_No_Ex_vs_HU_Ex_padj,NL_No_Ex_vs_NL_Ex_log2FoldChange,NL_No_Ex_vs_NL_Ex_pvalue,NL_No_Ex_vs_NL_Ex_padj,
Pir,ENSMUSG00000031379,-0.954637897,0.006377289,0.088170813,0.314956869,0.362969186,0.992247578,-1.290547982,0.000226684,0.036875855,-0.020953216,0.951736761,1,0
Aasdh,ENSMUSG00000055923,0.498598284,0.18999011,0.52277162,-0.609580789,0.109214973,0.962016865,0.519651789,0.172815091,0.752418302,-0.588527284,0.121255658,1,0
Sars2,ENSMUSG00000070699,0.538246452,0.091015139,0.363817093,0.627234546,0.049770187,0.954547728,0.177334999,0.577626502,0.957367206,0.266323093,0.404851778,1,0
1300002E11Rik,ENSMUSG00000097290,0.19509642,0.571948641,0.843297404,-0.537249284,0.12022029,0.962016865,0.447475859,0.196550618,0.773561504,-0.284869845,0.408219211,1,0
Nle1,ENSMUSG00000020692,0.100946312,0.756373583,0.924088025,0.803430132,0.013465222,0.780635839,-0.464568758,0.152868841,0.732985038,0.237915063,0.464820828,1,0
Uchl3,ENSMUSG00000022111,1.181273727,0.023203583,0.179933945,1.139134859,0.028678488,0.882757515,0.037362049,0.942648681,0.997080014,-0.004776818,0.992694233,1,0
4933416I08Rik,ENSMUSG00000079593,-0.390733644,0.290860009,0.633440378,-0.379753737,0.302119216,0.982391778,-0.451448258,0.222990809,0.796283193,-0.440468351,0.230676554,1,0
Cpxm1,ENSMUSG00000027408,-0.350117704,0.346208791,0.685763398,1.606021408,1.64E-05,0.023659198,-0.908056679,0.014489418,0.378624631,1.048082433,0.00494914,1,0
Swsap1,ENSMUSG00000051238,-0.240324176,0.477675059,0.784545627,0.407488487,0.226737647,0.971720422,-0.625149419,0.064698004,0.615556471,0.022663244,0.946407699,1,0
Rwdd3,ENSMUSG00000028133,0.137208576,0.772002834,0.930467247,-0.264359163,0.57630319,1,0.026862279,0.954796603,0.998007965,-0.37470546,0.427985278,1,0
Sirt5,ENSMUSG00000054021,0.4840986,0.12628472,0.42692455,-0.272915611,0.387972756,1,0.225747684,0.476167333,0.928199428,-0.531266527,0.092627581,1,0
Rexo5,ENSMUSG00000030924,-0.493536788,0.287233008,0.630282136,-0.496992269,0.282557841,0.981184659,-0.346231842,0.456042685,0.923916177,-0.349687323,0.448859864,1,0
Stmn1,ENSMUSG00000028832,-0.885877118,0.126285818,0.42692455,1.186980662,0.039700515,0.915023213,-1.746084094,0.002561936,0.173695564,0.326773687,0.571534358,1,0
Snapc1,ENSMUSG00000021113,-0.275518094,0.380856817,0.713878339,-0.537819537,0.085738819,0.962016865,-0.173352158,0.582601547,0.95897034,-0.435653601,0.162571283,1,0
Tceal1,ENSMUSG00000049536,-0.336306359,0.325443659,0.666069421,-0.313067103,0.357915261,0.991786325,-0.327260076,0.339628573,0.873361462,-0.30402082,0.370970224,1,0
Asnsd1,ENSMUSG00000026095,1.487450866,0.007710327,0.098355262,0.843257939,0.131661387,0.962016865,0.73693013,0.186395254,0.761778469,0.092737203,0.868439221,1,0
Rnf157,ENSMUSG00000052949,1.238668922,0.066147116,0.308729404,0.968561174,0.151055657,0.962016865,0.290578016,0.666159773,0.968819509,0.020470268,0.97581303,1,0
Mettl1,ENSMUSG00000006732,0.474089026,0.290445982,0.633251198,0.580753379,0.195790603,0.964658317,0.045274985,0.919565695,0.995455524,0.151939337,0.735088384,1,0
Klhl6,ENSMUSG00000043008,-0.580320011,0.072392439,0.32356461,0.509484334,0.112404563,0.962016865,-0.91156001,0.004775141,0.23044055,0.178244336,0.578589039,1,0
Gm7887,ENSMUSG00000044211,0.772991182,0.113228049,0.404291059,-0.238672978,0.625118479,1,0.620315848,0.204013636,0.780564572,-0.391348311,0.422737181,1,0
Tango6,ENSMUSG00000041949,0.43456675,0.233244196,0.574287371,-0.527785377,0.148195452,0.962016865,0.534191805,0.143892254,0.730182264,-0.428160323,0.239548499,1,0
2410022M11Rik,ENSMUSG00000100017,-0.249960233,0.643271552,0.878265987,0.771273739,0.15274825,0.962016865,-0.638555514,0.236726466,0.806255952,0.382678458,0.478070121,1,0
Gm14325,ENSMUSG00000095362,0.405272301,0.365637173,0.700778979,0.181969303,0.684462773,1,0.020348221,0.963766516,0.998794264,-0.202954777,0.650406563,1,0
Rcc1,ENSMUSG00000028896,0.128668261,0.739170137,0.916613877,0.959170546,0.012942252,0.770139262,-0.626283809,0.10454989,0.68048861,0.204218475,0.597273161,1,0
Tmem140,ENSMUSG00000057137,-0.220425978,0.596457311,0.85382709,-0.279161867,0.500596787,1,-0.468419869,0.260690228,0.822716456,-0.527155757,0.203219394,1,0
Fsd1l,ENSMUSG00000054752,-0.189857107,0.550610649,0.829441148,-0.751150847,0.018080823,0.820671239,0.160845348,0.614963312,0.962862189,-0.400448392,0.205169761,1,0
A530053G22Rik,ENSMUSG00000046764,-0.196246937,0.712070768,0.906675548,0.264058076,0.618719873,1,-0.610822159,0.250590012,0.813614826,-0.150517146,0.776688463,1,0
Orai2,ENSMUSG00000039747,-0.624078712,0.209934562,0.549382336,1.228193378,0.013590524,0.780635839,-0.978893757,0.049233858,0.577092596,0.873378333,0.079269223,1,0
Mgmt,ENSMUSG00000054612,0.377210049,0.29865504,0.640454697,0.347528848,0.338138338,0.988173535,-0.046558052,0.897889447,0.993522124,-0.076239253,0.8336275,1,0
Gpn2,ENSMUSG00000028848,-0.168981417,0.634587949,0.874264836,0.600637983,0.088753678,0.962016865,-1.00117738,0.004765638,0.23044055,-0.231557979,0.512710602,1,0
Rab11fip4,ENSMUSG00000017639,-0.054584075,0.909494228,0.978618476,-0.283591716,0.554268228,1,-0.096541097,0.840807083,0.988361655,-0.325548739,0.496801418,1,0
Apold1,ENSMUSG00000090698,0.173992103,0.698961341,0.901493796,-1.007322262,0.025455569,0.872610853,0.726140035,0.10790818,0.68319079,-0.45517433,0.310764343,1,0
E2f5,ENSMUSG00000027552,0.013283978,0.967212708,0.995411231,0.300766147,0.351227059,0.989337007,-0.270143794,0.403411141,0.904106051,0.017338375,0.957124353,1,0
Rpusd1,ENSMUSG00000041199,-0.572910581,0.060146681,0.294364162,-0.126292324,0.675722193,1,-0.707745749,0.020416252,0.42899165,-0.261127492,0.386355117,1,0
E2f1,ENSMUSG00000027490,-0.743767019,0.192610803,0.527071099,0.551432847,0.332579593,0.988173535,-1.148293983,0.04425032,0.564296367,0.146905882,0.796324773,1,0
Msl3l2,ENSMUSG00000047669,-0.339951663,0.451340674,0.765477496,-0.291467023,0.517448096,1,-0.307022318,0.496934175,0.934365234,-0.258537677,0.565342322,1,0
Pfkfb2,ENSMUSG00000026409,0.06632811,0.802175391,0.942817368,-0.526573406,0.046921658,0.941091838,0.297742722,0.263768848,0.82367073,-0.295158794,0.262320732,1,0
Polk,ENSMUSG00000021668,0.04262629,0.926439624,0.983478294,-0.777931478,0.092528738,0.962016865,0.56402724,0.223349337,0.796283193,-0.256530528,0.577842854,1,0
Iqcb1,ENSMUSG00000022837,-0.014219578,0.952660547,0.991109411,-0.393538463,0.100088213,0.962016865,0.132456521,0.582668099,0.95897034,-0.246862364,0.299171025,1,0
Dipk1b,ENSMUSG00000036186,-0.790257872,0.124917556,0.424568159,0.116464909,0.820334813,1,-1.017188486,0.048323936,0.576826813,-0.110465704,0.829393433,1,0
Psmg4,ENSMUSG00000071451,0.166367172,0.680725929,0.894925026,-0.232631132,0.564267298,1,-0.044563082,0.912293474,0.995015457,-0.443561386,0.271349258,1,0
Tenm3,ENSMUSG00000031561,0.800986381,0.110477545,0.399250975,0.698312031,0.164951556,0.962016865,0.351574613,0.483469609,0.929672814,0.248900263,0.620730751,1,0
Gpank1,ENSMUSG00000092417,0.536980456,0.094261919,0.369788828,0.33212416,0.301210624,0.982391778,0.144329482,0.652793651,0.968819509,-0.060526814,0.850597769,1,0
Elmo3,ENSMUSG00000014791,-0.547255583,0.19458258,0.529879246,-0.493433864,0.240377111,0.974532838,-0.402955466,0.340487442,0.873361462,-0.349133747,0.405189077,1,0
Cox5b-ps,ENSMUSG00000079941,0.646767982,0.114331191,0.405495829,1.04218783,0.010881944,0.767840587,-0.389305764,0.340594571,0.873361462,0.006114084,0.988112426,1,0
Ptprk,ENSMUSG00000019889,-0.049685559,0.878239656,0.968826426,-0.245421906,0.447716048,1,-0.140141564,0.6662165,0.968819509,-0.335877911,0.297908699,1,0
Bglap,ENSMUSG00000074483,0.15824335,0.836947333,0.954746946,4.541140581,4.51E-09,4.57E-05,-2.567639966,0.000812016,0.086460713,1.815257264,0.019403572,1,0
Ngef,ENSMUSG00000026259,-0.341177603,0.592466082,0.852007624,1.386607386,0.029588737,0.883122691,-0.978858659,0.124458133,0.708660718,0.74892633,0.240165068,1,0
Slc35g1,ENSMUSG00000044026,-0.212236596,0.65857399,0.883420046,0.911809467,0.057679569,0.962016865,-0.577009667,0.229600545,0.799022832,0.547036396,0.254812775,1,0
Zfp729a,ENSMUSG00000021510,0.356108091,0.422756517,0.744418654,-0.169335805,0.703088104,1,0.244558271,0.582295901,0.958948842,-0.280885626,0.526853503,1,0
Tefm,ENSMUSG00000046909,0.865907542,0.055265298,0.282962002,0.98467777,0.029709059,0.883462781,0.20442572,0.650556576,0.968819509,0.323195948,0.475963387,1,0
Hscb,ENSMUSG00000043510,-0.268355365,0.464032207,0.773891436,0.348257109,0.339027875,0.988173535,-0.802475541,0.028414068,0.486133524,-0.185863068,0.610186302,1,0
Snhg20,ENSMUSG00000086859,-0.382662289,0.497326293,0.798252449,0.688997141,0.220663016,0.97006561,-0.952061608,0.091159195,0.667748834,0.119597821,0.83171004,1,0
Gm10033,ENSMUSG00000110444,1.144870788,0.018547143,0.158767045,-0.037322029,0.938855606,1,0.690069246,0.155698626,0.736145865,-0.492123571,0.311967051,1,0
Rhof,ENSMUSG00000029449,0.135176633,0.7744701,0.931262451,-0.189343498,0.687733846,1,-0.071742987,0.879187782,0.992623792,-0.396263118,0.400019627,1,0
Cgref1,ENSMUSG00000029161,-0.179917364,0.78787314,0.937490774,0.710334605,0.287164428,0.982010637,-0.980686188,0.142215905,0.728194886,-0.090434219,0.892279965,1,0
Usp49,ENSMUSG00000090115,0.35412816,0.401487775,0.730839823,-0.461145539,0.273764399,0.977704568,0.148203256,0.72568162,0.973650488,-0.667070443,0.113145008,1,0
Zfhx2,ENSMUSG00000040721,0.330624802,0.243486351,0.586240789,-0.675484863,0.017536507,0.820671239,0.58944793,0.038830486,0.536224106,-0.416661734,0.140297813,1,0
Zfp653,ENSMUSG00000038895,-0.550548386,0.244408956,0.586945759,0.636948918,0.177168614,0.963672071,-0.822754268,0.082001984,0.647264945,0.364743036,0.439544045,1,0
B9d2,ENSMUSG00000063439,0.293998353,0.480558449,0.786490635,-0.524888899,0.208179136,0.967822701,0.421846703,0.312566308,0.857828339,-0.397040549,0.339976402,1,0
2310009B15Rik,ENSMUSG00000079283,0.509349773,0.228888929,0.56851899,0.750691176,0.077025293,0.962016865,0.152813904,0.718103606,0.973276298,0.394155307,0.353201262,1,0
2610005L07Rik,ENSMUSG00000071793,0.236037041,0.535850001,0.820919454,-0.670939051,0.077440747,0.962016865,0.07478332,0.84466418,0.988565147,-0.832192772,0.028338589,1,0
Cdk2ap1rt,ENSMUSG00000078154,0.647162432,0.133792765,0.442168564,0.568103155,0.187698168,0.964658317,-0.124949512,0.771859989,0.980672251,-0.204008788,0.636689792,1,0
Poli,ENSMUSG00000038425,-0.007833882,0.984980974,0.999812002,-0.442916677,0.285679351,0.98201041,-0.150994328,0.716982537,0.973276298,-0.586077123,0.157338687,1,0
Pdcd5-ps,ENSMUSG00000102824,1.16314334,0.006041009,0.086012877,0.945520116,0.02606128,0.872610853,0.383790359,0.364122582,0.886652394,0.166167135,0.696250761,1,0
Plxdc1,ENSMUSG00000017417,-0.078792547,0.898945011,0.975102603,1.568074284,0.011669053,0.770139262,-0.54980831,0.375447126,0.891462261,1.097058522,0.077710895,1,0
Macrod2,ENSMUSG00000068205,1.839302519,0.001431287,0.039425264,0.517463281,0.370845287,0.995621502,1.223535856,0.033801157,0.517533878,-0.098303383,0.865103792,1,0
Tmem44,ENSMUSG00000022537,-0.315010877,0.352957659,0.691086444,0.233342495,0.488185655,1,-0.767893346,0.023475978,0.457102505,-0.219539975,0.514525238,1,0
Gm12960,ENSMUSG00000100514,0.091546411,0.806058963,0.944180746,-0.125935019,0.734890275,1,-0.141744103,0.704024474,0.972923185,-0.359225533,0.333771825,1,0
Gm5113,ENSMUSG00000066647,0.786745498,0.147549332,0.464809535,0.52750496,0.33189622,0.988173535,0.238286142,0.66077154,0.968819509,-0.020954396,0.969268775,1,0
Bcl3,ENSMUSG00000053175,-0.642764553,0.335722543,0.674756405,0.653679433,0.326464184,0.988173535,-1.157345653,0.082967363,0.650071117,0.139098333,0.834637683,1,0
Myl6b,ENSMUSG00000039824,0.794641346,0.206746225,0.545569112,0.356068047,0.571756954,1,0.316667577,0.614784596,0.962862189,-0.121905722,0.846527771,1,0
Cyp2j9,ENSMUSG00000015224,0.003240224,0.993131673,1,-0.674712536,0.07285523,0.962016865,0.222800101,0.555252815,0.953606531,-0.455152658,0.224680164,1,0
Med12l,ENSMUSG00000056476,-0.14287276,0.746209086,0.920136043,-0.774691836,0.078968698,0.962016865,0.138643279,0.754127228,0.97805236,-0.493175797,0.262107686,1,0
Pkd2l2,ENSMUSG00000014503,-0.278193005,0.434238536,0.753072092,-0.479022416,0.176412691,0.963672071,-0.208983178,0.55792907,0.953852625,-0.409812589,0.2462271,1,0
Iqcc,ENSMUSG00000040795,0.132671197,0.694185358,0.900074863,0.367425991,0.275592001,0.9789613,-0.229614931,0.496171901,0.934365234,0.005139863,0.987832166,1,0
Sytl4,ENSMUSG00000031255,0.347257065,0.369813797,0.70474207,-0.286945455,0.459050213,1,0.361570601,0.351362879,0.877310989,-0.27263192,0.480891438,1,0
Ndufaf6,ENSMUSG00000050323,0.999998446,0.090234091,0.362067066,0.522927734,0.375933401,0.997753492,0.347163023,0.556175492,0.953852625,-0.129907689,0.826014168,1,0
Fam185a,ENSMUSG00000047221,0.361132954,0.439115863,0.756251329,0.027844812,0.952381297,1,-0.009799499,0.983249119,1,-0.343087641,0.461884272,1,0
Cela1,ENSMUSG00000023031,0.258722494,0.651876696,0.880898704,-0.124556092,0.827958317,1,0.049951391,0.93061257,0.996802713,-0.333327195,0.560714805,1,0
4933421O10Rik,ENSMUSG00000085037,-0.611370894,0.21333162,0.553532429,-0.071687007,0.883510974,1,-0.763057224,0.120586382,0.700620264,-0.223373337,0.647803145,1,0
Osbpl7,ENSMUSG00000038534,-0.466403147,0.165416769,0.489642375,-0.223797965,0.5030222,1,-0.493089575,0.14335386,0.729857796,-0.250484394,0.452542035,1,0
Mki67,ENSMUSG00000031004,-2.481682042,0.004315027,0.072233559,1.772029947,0.040525275,0.915023213,-2.928160039,0.000757535,0.082531882,1.32555195,0.125483217,1,0
Fads6,ENSMUSG00000044788,1.03954797,0.031813995,0.21035714,0.507132794,0.295333232,0.982391778,0.354253384,0.463933696,0.925294484,-0.178161791,0.713445803,1,0
Alkbh7,ENSMUSG00000002661,0.706314386,0.092830027,0.367106243,0.344556548,0.412787643,1,0.27083008,0.519146708,0.941552615,-0.090927757,0.828944657,1,0
Pigb,ENSMUSG00000079469,0.23788779,0.475028992,0.782991165,-0.244670796,0.461867267,1,0.104775792,0.753422972,0.97805236,-0.377782794,0.255185031,1,0
Mcm2,ENSMUSG00000002870,-0.130018748,0.805603077,0.943939212,0.544626005,0.301541961,0.982391778,-0.704590422,0.182076232,0.757248254,-0.029945669,0.954724697,1,0
Zfp946,ENSMUSG00000071266,0.24898497,0.399321186,0.729110349,-0.331684334,0.262073036,0.976047576,0.313717456,0.29012629,0.83993009,-0.266951848,0.364851862,1,0
Pcna-ps2,ENSMUSG00000067608,1.472555134,0.015965716,0.147164017,-0.60781335,0.321233957,0.988173535,1.615327379,0.008306012,0.295380581,-0.465041105,0.447216738,1,0
Rsph3a,ENSMUSG00000073471,0.028229667,0.949725256,0.990495143,1.014610986,0.023260866,0.864779091,-0.726588335,0.104177289,0.680447111,0.259792983,0.561731701,1,0
Ccnj,ENSMUSG00000025010,0.518680226,0.14880233,0.467323064,-0.330814936,0.357576624,0.99159319,0.453863868,0.207319545,0.783863348,-0.395631294,0.27031785,1,0
Zfp449,ENSMUSG00000073176,0.254465547,0.436556281,0.754319448,-0.160775218,0.622594665,1,0.09560801,0.770360169,0.98042862,-0.319632756,0.327144783,1,0
Rfxank,ENSMUSG00000036120,-0.116840566,0.763993138,0.926889982,0.194629538,0.615798663,1,-0.452824112,0.244620024,0.811313912,-0.141354008,0.715498328,1,0
Accs,ENSMUSG00000040272,0.132230405,0.69079488,0.898726016,0.318875872,0.336269776,0.988173535,-0.27648324,0.405392477,0.904106051,-0.089837773,0.786543262,1,0
Mettl5,ENSMUSG00000051730,0.52215513,0.19071645,0.523822953,0.130561455,0.74363523,1,0.205188898,0.607189802,0.962079529,-0.186404777,0.640494041,1,0
Zc3h12c,ENSMUSG00000035164,0.281345123,0.496526492,0.797519176,-0.471081591,0.255576089,0.974532838,0.476032162,0.251209914,0.813614826,-0.276394552,0.503594773,1,0
Zfp383,ENSMUSG00000099689,0.488214501,0.186550236,0.517435241,-0.548076409,0.138791089,0.962016865,0.594465423,0.108820687,0.683201159,-0.441825487,0.231340825,1,0
9330159M07Rik,ENSMUSG00000097177,1.441555868,0.003253706,0.061184819,-0.434374708,0.37682203,0.997753492,1.421350137,0.003764962,0.207353479,-0.454580439,0.35432956,1,0
Glis3,ENSMUSG00000052942,-0.617145476,0.162431019,0.485533094,-0.574996882,0.191468515,0.964658317,-0.366295912,0.408179546,0.905954792,-0.324147318,0.46038737,1,0
Dtwd1,ENSMUSG00000023330,0.389784204,0.185720982,0.516253086,-0.288135924,0.328599965,0.988173535,0.369944923,0.210578995,0.786367914,-0.307975205,0.294839676,1,0
Cish,ENSMUSG00000032578,0.303175767,0.593343048,0.852823624,1.009285627,0.076197678,0.962016865,0.026884299,0.962238404,0.998251065,0.73299416,0.19775004,1,0
Zfp983,ENSMUSG00000035868,-0.039500397,0.923717029,0.983339272,-0.521702724,0.205074075,0.967822701,0.00112867,0.997821172,1,-0.481073657,0.241679565,1,0
Mamstr,ENSMUSG00000042918,2.159926737,0.000167077,0.013312837,0.839716113,0.144021626,0.962016865,1.092791648,0.056305291,0.595939306,-0.227418976,0.692983632,1,0
Foxc2,ENSMUSG00000046714,-0.046814854,0.94182734,0.987617213,-0.441063776,0.491364941,1,-0.045770279,0.943164151,0.997080014,-0.4400192,0.492077753,1,0
Mir99ahg,ENSMUSG00000090386,-0.319143073,0.395552109,0.72644822,-0.068261668,0.855008453,1,-0.555995451,0.139078138,0.722133537,-0.305114046,0.413777661,1,0
Ctla2a,ENSMUSG00000044258,0.284897404,0.632136029,0.872310897,0.305929034,0.607339255,1,0.038762843,0.94807905,0.997793282,0.059794473,0.919977966,1,0
Mup9,ENSMUSG00000078686,-9.082722179,NA,NA,5.041441265,NA,NA,-9.988734489,NA,NA,4.135428955,NA,NA,0
Llgl2,ENSMUSG00000020782,0.387448506,0.428324466,0.74863402,-0.217671581,0.656271908,1,0.23984662,0.624159152,0.964886085,-0.365273467,0.454819145,1,0
Uxt,ENSMUSG00000001134,0.20553035,0.577328853,0.844851924,-0.341046833,0.354171737,0.99079042,0.07727652,0.834255936,0.98731927,-0.469300663,0.201701748,1,0
Zc3h11a,ENSMUSG00000102976,-0.088934422,0.823631817,0.951205367,-0.904960891,0.023328686,0.864779091,0.320989199,0.423172472,0.911433523,-0.49503727,0.212720617,1,0
Gbp5,ENSMUSG00000105504,-0.326747858,0.540189548,0.823347129,-0.943647634,0.076428073,0.962016865,0.003582349,0.994653493,1,-0.613317427,0.248459093,1,0
Gm10053,ENSMUSG00000058927,1.206527028,0.041154278,0.24146676,1.228599976,0.037518704,0.915023213,-0.180073818,0.760006837,0.980090002,-0.158000871,0.789557772,1,0
6530402F18Rik,ENSMUSG00000079499,0.611916598,0.187005735,0.518027724,-0.341204015,0.461308969,1,0.262454703,0.571441525,0.955986646,-0.69066591,0.135900022,1,0
Kcna2,ENSMUSG00000040724,-0.734480088,0.015976076,0.147164017,-0.580043534,0.055072472,0.962016865,-0.411565321,0.179470102,0.755913056,-0.257128767,0.392319356,1,0
Bnip3l-ps,ENSMUSG00000073198,0.394327235,0.261904489,0.60365955,-0.364916397,0.299401835,0.982391778,0.368531057,0.295539412,0.84467929,-0.390712575,0.265408676,1,0
Zfp28,ENSMUSG00000062861,0.084775338,0.830284236,0.952266649,-0.536878019,0.17456493,0.963672071,0.243574255,0.539163484,0.948003885,-0.378079102,0.337637716,1,0
Basp1,ENSMUSG00000045763,-0.004506565,0.99456495,1,0.880628218,0.18314919,0.964658317,-0.499979098,0.449703613,0.921022234,0.385155685,0.56052903,1,0
2700062C07Rik,ENSMUSG00000024273,-0.132997222,0.751176934,0.92185223,-0.795416554,0.057890931,0.962016865,0.264898198,0.529262821,0.945638985,-0.397521134,0.34134774,1,0
Gm5637,ENSMUSG00000046993,-0.166954308,0.637993607,0.87592844,0.529749202,0.134802405,0.962016865,-0.471951581,0.183619714,0.758320059,0.224751929,0.525676738,1,0
Bbs7,ENSMUSG00000037325,0.630758649,0.065257766,0.307130885,-0.184065775,0.5917072,1,0.581346627,0.090038564,0.667748834,-0.233477797,0.495299512,1,0
Rprml,ENSMUSG00000046215,-0.350412215,0.799323318,0.941554361,-0.560275507,0.684269672,1,-0.309952986,0.822111307,0.986103063,-0.519816277,0.705917005,1,0
Pfdn4,ENSMUSG00000052033,0.422808334,0.290438208,0.633251198,0.587671002,0.142169668,0.962016865,-0.025297386,0.949543387,0.998007965,0.139565282,0.7275243,1,0
Map9,ENSMUSG00000033900,0.03398486,0.953261545,0.991187584,-0.691562153,0.233414065,0.974532838,0.469374222,0.419248459,0.909948751,-0.256172791,0.658217401,1,0
Spry4,ENSMUSG00000024427,0.175492191,0.731367111,0.912758445,-1.009054665,0.048812128,0.950013149,0.738849483,0.149801332,0.731391226,-0.445697373,0.382464054,1,0
Dynlt1f,ENSMUSG00000095677,0.08923537,0.787942035,0.937490774,-0.14494105,0.66163786,1,-0.011239928,0.973022729,1,-0.245416349,0.457822202,1,0
Fbxl15,ENSMUSG00000025226,-0.265378252,0.557798113,0.834579538,0.862059014,0.056961041,0.962016865,-0.567067725,0.210490391,0.786367914,0.560369541,0.215856269,1,0
Btbd8,ENSMUSG00000111375,0.604909309,0.193395563,0.528412196,-0.77602963,0.09578025,0.962016865,0.809077028,0.082722718,0.650071117,-0.571861911,0.218468702,1,0
Top2a,ENSMUSG00000020914,-0.635183417,0.374104383,0.708014754,1.418545314,0.046460807,0.94031861,-1.811912107,0.011146318,0.337508967,0.241816623,0.734553768,1,0
Stk32c,ENSMUSG00000015981,-0.797495053,0.038463328,0.234467357,0.595350648,0.119649404,0.962016865,-1.141314182,0.003055023,0.190665808,0.251531518,0.510841021,1,0
Cdh11,ENSMUSG00000031673,-0.23882239,0.747535999,0.920407549,1.180519791,0.110811505,0.962016865,-1.379051366,0.062807623,0.612915638,0.040290815,0.956642008,1,0
Mks1,ENSMUSG00000034121,-0.223340112,0.618505643,0.865893703,-0.80740272,0.071298927,0.962016865,0.039765824,0.929546672,0.996802713,-0.544296784,0.222732436,1,0
Susd5,ENSMUSG00000086596,-0.427692244,0.37532243,0.709118691,1.506277905,0.001826512,0.420326031,-0.89074823,0.064754372,0.615556471,1.043221918,0.030912626,1,0
Trmt61a,ENSMUSG00000060950,0.257959563,0.565694419,0.839040526,0.035686144,0.936597307,1,-0.038530105,0.931644093,0.996802713,-0.260803525,0.560914703,1,0
Slf1,ENSMUSG00000021597,0.428269289,0.319072102,0.661056723,-0.112570889,0.793167744,1,0.110858666,0.796506894,0.982551479,-0.429981512,0.316501772,1,0
Zfp933,ENSMUSG00000059423,0.514013332,0.215044445,0.554895224,-0.550547133,0.185202214,0.964658317,0.690398266,0.096850152,0.671019347,-0.374162199,0.366465749,1,0
Fzd3,ENSMUSG00000007989,-0.356360837,0.483047578,0.788100188,-1.317586363,0.009700561,0.764206559,0.691905604,0.175746285,0.753431384,-0.269319922,0.594898886,1,0
Gemin2,ENSMUSG00000060121,0.97970417,0.023288951,0.180077236,0.242552233,0.574839744,1,0.494450279,0.251910339,0.814078479,-0.242701658,0.574851448,1,0
Cilp2,ENSMUSG00000044006,-0.772965844,0.413160628,0.73830798,2.797793323,0.003164217,0.530708085,-1.121374913,0.23514678,0.804273585,2.449384254,0.009771985,1,0
Ormdl2,ENSMUSG00000025353,-0.325295299,0.235542553,0.57748825,-0.416524296,0.126179953,0.962016865,-0.22362464,0.417157766,0.909327766,-0.314853637,0.24522973,1,0
Rnaseh1,ENSMUSG00000020630,-0.452824732,0.307627963,0.648936939,0.219032895,0.619864053,1,-0.828537607,0.061921875,0.612139946,-0.15667998,0.722738529,1,0
Ermardl2,ENSMUSG00000116953,1.188178113,0.010298462,0.115873562,-0.583604129,0.207947456,0.967822701,0.940576969,0.042368249,0.555917256,-0.831205274,0.072740675,1,0
Cdc14a,ENSMUSG00000033502,1.71748429,0.003513493,0.063937682,0.519353703,0.378716914,0.997753492,1.172983513,0.046088704,0.571052907,-0.025147073,0.96602158,1,0
Shld1,ENSMUSG00000044991,0.341787798,0.360696997,0.696409012,0.216862649,0.561340524,1,-0.087966389,0.813932513,0.984877148,-0.212891538,0.568710852,1,0
Mfsd4b4,ENSMUSG00000096687,0.145890938,0.621297232,0.866742022,-0.800642226,0.006776106,0.685517274,0.448541252,0.131601561,0.712911054,-0.497991912,0.089772744,1,0
P4ha3,ENSMUSG00000051048,-1.571927059,0.022157369,0.174874164,1.177862607,0.084013765,0.962016865,-2.529838704,0.000228909,0.036875855,0.219950962,0.747160732,1,0
Pbx3,ENSMUSG00000038718,0.377502152,0.344960878,0.684577077,0.903441235,0.024476423,0.872610853,0.068005016,0.864934867,0.99209571,0.593944099,0.13908225,1,0
Prdm15,ENSMUSG00000014039,0.55515508,0.185953162,0.516528885,-0.182122037,0.66414868,1,0.263694528,0.529970744,0.945868426,-0.47358259,0.258725072,1,0
Armcx5,ENSMUSG00000072969,-0.046587444,0.926266342,0.983417838,0.272902262,0.587055244,1,-0.428039259,0.395130559,0.901946581,-0.108549553,0.828981638,1,0
Snupn,ENSMUSG00000055334,0.590395509,0.153415366,0.473387027,0.265184471,0.522007028,1,0.277688585,0.502019639,0.936736234,-0.047522453,0.908635589,1,0
Cep78,ENSMUSG00000041491,-0.03880442,0.90399907,0.976595658,-0.197323024,0.537469206,1,-0.235065761,0.465580512,0.925403717,-0.393584365,0.21810839,1,0
Zfas1,ENSMUSG00000074578,0.320037598,0.534090798,0.82006693,0.698543257,0.174801816,0.963672071,-0.22301878,0.664629133,0.968819509,0.155486879,0.762755112,1,0
Rpl10a-ps1,ENSMUSG00000084416,0.0941964,0.790067158,0.937871328,0.401521643,0.253888382,0.974532838,-0.551398163,0.118466638,0.69798662,-0.244072919,0.488762595,1,0
Mindy4,ENSMUSG00000038022,0.348965055,0.497641673,0.798252449,-0.91317109,0.076637012,0.962016865,0.841809233,0.103022608,0.679517558,-0.420326912,0.413468115,1,0
