external_gene_name,gene,HU_No_Ex_vs_NL_No_Ex_log2FoldChange,HU_No_Ex_vs_NL_No_Ex_pvalue,HU_No_Ex_vs_NL_No_Ex_padj,HU_Ex_vs_NL_Ex_log2FoldChange,HU_Ex_vs_NL_Ex_pvalue,HU_Ex_vs_NL_Ex_padj,HU_No_Ex_vs_HU_Ex_log2FoldChange,HU_No_Ex_vs_HU_Ex_pvalue,HU_No_Ex_vs_HU_Ex_padj,NL_No_Ex_vs_NL_Ex_log2FoldChange,NL_No_Ex_vs_NL_Ex_pvalue,NL_No_Ex_vs_NL_Ex_padj
Gm16378,ENSMUSG00000095762,-0.254772621,0.779385766,0.933409841,0.883152291,0.328875432,0.988173535,-0.840889268,0.354267891,0.879642715,0.297035645,0.743099775,1
Mis18bp1,ENSMUSG00000047534,-1.365115741,0.311502651,0.652706886,2.157181312,0.111986912,0.962016865,-1.421391673,0.292416229,0.842182728,2.10090538,0.121319149,1
Gm19684,ENSMUSG00000092277,0.260387319,0.843419104,0.956975208,-0.689654928,0.602214274,1,0.759350764,0.566435976,0.955944075,-0.190691483,0.88486746,1
Gm43143,ENSMUSG00000106241,0.570993479,0.631283397,0.87165426,0.446878311,0.703896043,1,-0.825547704,0.484754909,0.929672814,-0.949662872,0.422508563,1
Snx22,ENSMUSG00000039452,-0.701384738,0.647897122,0.879622958,0.281815746,0.854478008,1,-0.336685401,0.826859121,0.986316951,0.646515083,0.67324058,1
Gm34655,ENSMUSG00000110863,1.826999226,0.162392352,0.485533094,-1.357860727,0.299690218,0.982391778,1.621985581,0.215454355,0.790362725,-1.562874372,0.23200156,1
Gm9796,ENSMUSG00000045075,0.461396602,0.804553663,0.943607139,-0.500443488,0.787973773,1,0.022853499,0.990218327,1,-0.938986591,0.613911109,1
Gm15429,ENSMUSG00000040323,-0.003078138,0.997493058,1,-0.346012474,0.726138328,1,0.611142671,0.536242986,0.947050656,0.268208335,0.784206867,1
Tbx22,ENSMUSG00000031241,2.650473763,0.030396354,0.205453233,1.00617018,0.405056924,1,0.297019688,0.804693403,0.983635573,-1.347283894,0.273922975,1
Tram1l1,ENSMUSG00000044528,0.526393223,0.732542053,0.91351318,0.510094641,0.74145893,1,0.478686437,0.756215954,0.978624373,0.462387855,0.764655871,1
C5ar2,ENSMUSG00000074361,0.975931569,0.479121403,0.785606262,0.083469634,0.952034262,1,1.08596647,0.432080726,0.913806017,0.193504535,0.88883448,1
Cox7c-ps1,ENSMUSG00000057580,0.606162959,0.505062313,0.802550057,0.187150659,0.836273235,1,-0.025063262,0.977949991,1,-0.444075562,0.624865812,1
Cnih2,ENSMUSG00000024873,1.661654864,0.308467942,0.649688412,-1.637286682,0.318207291,0.985989998,2.167877618,0.186081155,0.761292142,-1.131063928,0.488374348,1
Vax2,ENSMUSG00000034777,1.418327053,0.254325327,0.595491327,-1.239902999,0.331231865,0.988173535,2.912976193,0.021618644,0.441384821,0.254746141,0.838809143,1
Rgsl1,ENSMUSG00000042641,-0.780552327,0.595113932,0.853525779,-0.223283179,0.879855901,1,0.427422624,0.772422813,0.980672251,0.984691772,0.502379453,1
Myh7b,ENSMUSG00000074652,3.286433456,0.05188529,0.272059698,5.32819059,0.002720815,0.502028238,-0.129477276,0.938102726,0.996802713,1.912279858,0.287845019,1
Rasal1,ENSMUSG00000029602,-1.283711912,0.466304911,0.77549082,0.979086672,0.577254085,1,-1.395231538,0.428704245,0.912768764,0.867567046,0.621199818,1
Gm42636,ENSMUSG00000104682,-0.569325238,0.614650594,0.863583362,-1.003056797,0.378039788,0.997753492,0.562052333,0.623298994,0.964886085,0.128320774,0.909137259,1
Gpr85,ENSMUSG00000048216,-0.063182108,0.970382701,0.995873782,-0.288020226,0.864198306,1,-1.29116611,0.446628306,0.919402611,-1.516004228,0.369471274,1
3110053B16Rik,ENSMUSG00000085642,0.119977249,0.953470276,0.991187584,0.734026443,0.722609271,1,0.766722046,0.709804338,0.973276298,1.38077124,0.503428809,1
Gm10548,ENSMUSG00000073607,-1.398801807,0.293582036,0.635427044,0.845097987,0.522730193,1,-1.482458626,0.266095259,0.82546305,0.761441168,0.564341344,1
Arhgef37,ENSMUSG00000045094,3.570111016,0.031584245,0.209993859,-0.682237397,0.68019317,1,2.40732796,0.144519895,0.730718532,-1.845020453,0.268120225,1
Gm13563,ENSMUSG00000085767,-0.99571205,0.572221852,0.84349217,-0.473244093,0.787900837,1,-0.459345877,0.794917238,0.982551479,0.063122081,0.971305775,1
Gm15567,ENSMUSG00000084974,0.396379014,0.763452272,0.926889982,-0.480485568,0.71269154,1,-0.440065509,0.737554194,0.975255305,-1.316930092,0.314261386,1
AV356131,ENSMUSG00000108461,-0.058591346,0.964241979,0.994595793,-0.745562011,0.567938982,1,0.180812322,0.890316911,0.992623792,-0.506158343,0.69729708,1
Tube1,ENSMUSG00000019845,-0.309132531,0.833699272,0.953307259,1.357780224,0.356256132,0.991097614,-0.972819234,0.50839755,0.938947041,0.694093521,0.637527241,1
Gm37472,ENSMUSG00000102151,-6.554071962,0.000809917,0.028533275,-2.881265279,0.067992724,0.962016865,-5.58050143,0.004563671,0.225172984,-1.907694747,0.222957861,1
0610010K14Rik,ENSMUSG00000020831,-2.612663399,0.091469575,0.364434668,0.05252633,0.971810517,1,-3.206073531,0.038214773,0.534074962,-0.540883802,0.716160078,1
Prr29,ENSMUSG00000009210,2.83231949,0.138564043,0.44996929,1.006574783,0.596248544,1,0.164761952,0.93077097,0.996802713,-1.660982755,0.385888125,1
Gm11772,ENSMUSG00000085501,-3.162378636,0.051986044,0.272417807,0.703592869,0.656381104,1,-2.929889431,0.07218678,0.632826246,0.936082073,0.553324847,1
Gm37309,ENSMUSG00000103046,-2.414069243,0.091286773,0.364316507,-1.953885379,0.171414718,0.962016865,0.01172657,0.993562406,1,0.471910435,0.736852863,1
B3gnt7,ENSMUSG00000079445,-0.406553005,0.75572418,0.923639995,-0.14057429,0.914010065,1,-0.436712639,0.738629807,0.975562608,-0.170733924,0.895496953,1
Ucma,ENSMUSG00000026668,-1.908606369,0.479110057,0.785606262,5.26980222,0.059228924,0.962016865,-1.868803334,0.488440165,0.930945518,5.309605255,0.057274905,1
Trim66,ENSMUSG00000031026,-0.282323246,0.843812051,0.956975208,-0.756309023,0.595863586,1,-0.291313172,0.839162275,0.988361655,-0.765298949,0.590893477,1
NA,ENSMUSG00000097334,1.554235278,0.317823226,0.659477677,-0.891136042,0.56876119,1,1.819616515,0.24377034,0.810761138,-0.625754805,0.688052853,1
Scn5a,ENSMUSG00000032511,0.090335131,0.950179762,0.990560054,-1.365115494,0.345270591,0.988173535,0.578821545,0.690238321,0.971681816,-0.876629079,0.542617226,1
Gria1,ENSMUSG00000020524,-7.568208795,0.00070158,0.026249951,2.012408484,0.292049037,0.982279162,-7.997948322,0.00034141,0.049499266,1.582668957,0.40735716,1
C230037L18Rik,ENSMUSG00000084915,0.072175172,0.961648204,0.993626746,-0.653319389,0.661062725,1,-0.501360541,0.738106834,0.975311105,-1.226855101,0.410790354,1
2210406O10Rik,ENSMUSG00000039563,1.813138766,0.376779957,0.710669613,-2.269235652,0.268575265,0.976047576,1.683400668,0.412404775,0.908606737,-2.398973751,0.241624157,1
Spdl1,ENSMUSG00000069910,-1.266103459,0.461930901,0.772555951,0.118267193,0.944180206,1,-2.483768171,0.147968825,0.730718532,-1.099397519,0.516195766,1
Serpinf2,ENSMUSG00000038224,7.053807301,0.000969458,0.031588413,0.571345127,0.748399673,1,-1.4905519,0.404443615,0.904106051,-7.973014074,0.00018491,0.115346363
Rsph1,ENSMUSG00000024033,0.486891833,0.72513574,0.911222807,0.612835832,0.656932012,1,-0.472838743,0.732048938,0.973820647,-0.346894744,0.802033568,1
Pcdhga2,ENSMUSG00000103332,-0.799942948,0.494273237,0.795557641,-0.512902061,0.660284655,1,-0.259631307,0.825339272,0.986184468,0.02740958,0.981160487,1
Gm14964,ENSMUSG00000052188,0.802790323,0.503659288,0.801243644,-0.067376702,0.954800157,1,-0.355312638,0.765983965,0.980337312,-1.225479663,0.305285828,1
Zfp239,ENSMUSG00000042097,-0.629107284,0.729902922,0.912289621,-0.870617844,0.632929996,1,0.188126125,0.91804795,0.995455524,-0.053384435,0.976556489,1
Zap70,ENSMUSG00000026117,1.119444669,0.363409068,0.698836612,-1.644752505,0.187211786,0.964658317,1.99787077,0.109060181,0.683201159,-0.766326404,0.533924283,1
Gm10171,ENSMUSG00000089803,1.267834663,0.1767407,0.503865538,0.29851329,0.747679654,1,-0.045097205,0.961252344,0.998007965,-1.014418578,0.279590052,1
Nipal1,ENSMUSG00000067219,-0.493611898,0.786065427,0.937208185,-0.889942107,0.62697841,1,1.26025631,0.491225024,0.9321588,0.863926101,0.634829217,1
Gm7902,ENSMUSG00000106067,0.516647775,0.576767472,0.844799094,-0.116767536,0.898361508,1,-0.300766942,0.743987107,0.976766872,-0.934182253,0.309349782,1
Hoxa2,ENSMUSG00000014704,-0.561065388,0.730911861,0.912741221,0.196548301,0.903644496,1,-0.968467505,0.552693373,0.953030087,-0.210853816,0.896685707,1
Gm29093,ENSMUSG00000100201,0.462022833,0.619801901,0.866359081,0.411317604,0.657741011,1,-0.164102093,0.859767494,0.990920486,-0.214807322,0.817488295,1
Gm3851,ENSMUSG00000091876,-0.396051506,0.843371346,0.956975208,0.137464013,0.945083689,1,-1.10863243,0.579933985,0.958086507,-0.575116911,0.773367274,1
1700067K01Rik,ENSMUSG00000046408,-0.230836987,0.893647753,0.973861532,2.140889668,0.212808733,0.969155485,-2.044662737,0.234667305,0.804273585,0.327063918,0.849582681,1
Klk13,ENSMUSG00000054046,0.294389711,0.873340894,0.966837712,0.821658758,0.658275458,1,0.672029462,0.716409808,0.973276298,1.199298509,0.517808446,1
Cct6b,ENSMUSG00000020698,0.21005369,0.860539986,0.96231705,-0.90408798,0.446686488,1,-0.004127145,0.997248605,1,-1.118268816,0.346089703,1
Rpl21-ps11,ENSMUSG00000105144,0.393863467,0.67036463,0.890377349,0.767575399,0.39870622,1,-0.973895413,0.287533967,0.839442412,-0.600183482,0.513797749,1
Artn,ENSMUSG00000028539,0.235911953,NA,NA,-0.719478457,NA,NA,2.133615289,NA,NA,1.178224879,NA,NA
Masp2,ENSMUSG00000028979,1.289717325,0.474990296,0.782991165,-0.04521817,0.97990611,1,-0.247650648,0.890445617,0.992623792,-1.582586143,0.380010166,1
Art4,ENSMUSG00000030217,-2.174405844,0.265917773,0.608374267,-1.467231717,0.44874369,1,-1.09476407,0.576858086,0.956928464,-0.387589943,0.840779338,1
Cenpk,ENSMUSG00000021714,-6.630410311,4.89E-05,0.007076059,1.368128776,0.229566829,0.973603739,-7.996012282,9.14E-07,0.000453231,0.002526805,0.998238553,1
Mefv,ENSMUSG00000022534,0.313605628,0.862499227,0.962887946,-1.452097219,0.427042795,1,2.037483361,0.264740907,0.82367073,0.271780513,0.880776224,1
Ager,ENSMUSG00000015452,1.186047347,0.339741351,0.679169101,-1.163676629,0.354084897,0.990789704,1.844036553,0.141281945,0.727882359,-0.505687424,0.684503408,1
A330040F15Rik,ENSMUSG00000086213,0.151431529,0.930825038,0.984403888,-2.360252469,0.17895448,0.964041931,1.565091924,0.374107864,0.890101882,-0.946592074,0.586362238,1
Cfhr2,ENSMUSG00000033898,-3.173447049,0.168340633,0.493652369,2.227840209,0.244789105,0.974532838,-8.784589714,8.88E-05,0.018587684,-3.383302456,0.088793056,1
Zfp973,ENSMUSG00000078879,4.586171993,0.018444878,0.158406877,-0.666947862,0.702128684,1,-0.926531562,0.597156919,0.96074528,-6.179651418,0.001427496,0.539835215
Syt5,ENSMUSG00000004961,-3.114334287,0.128095098,0.43092274,1.845680444,0.36042358,0.991904084,-3.186040467,0.119674844,0.699810239,1.773974263,0.379212496,1
Mkrn3,ENSMUSG00000070527,-0.117912442,0.929066886,0.984053597,-0.303648874,0.819634019,1,0.601570114,0.651455283,0.968819509,0.415833682,0.753574857,1
Neil3,ENSMUSG00000039396,-1.168019079,0.514867225,0.810445846,1.235100505,0.49192049,1,-0.830627144,0.643738004,0.968819509,1.572492439,0.380885907,1
Cdh6,ENSMUSG00000039385,-0.201691018,0.89994756,0.975149654,0.986688903,0.541651164,1,0.288456255,0.857658474,0.990920486,1.476836176,0.359766144,1
1110013H19Rik,ENSMUSG00000116164,1.257431039,0.341799045,0.681469923,0.636492383,0.631212846,1,0.539956158,0.682554832,0.970751507,-0.080982498,0.951391272,1
Gm14719,ENSMUSG00000082192,-2.222062268,0.040121032,0.238949382,1.140542884,0.262655677,0.976047576,-3.274761738,0.002394319,0.168189579,0.087843414,0.931542032,1
Ppef2,ENSMUSG00000029410,-1.460116541,0.391878875,0.723034467,-0.616594682,0.716009528,1,-0.929967234,0.586467728,0.959859179,-0.086445374,0.959218261,1
Hsd17b13,ENSMUSG00000034528,-1.611017876,0.262483777,0.604153556,1.251609502,0.379469539,0.998257725,-1.972227779,0.170120813,0.749059561,0.890399599,0.531828613,1
Ybx1-ps2,ENSMUSG00000107035,1.760795115,0.097893919,0.375828393,-0.432377707,0.680760383,1,0.478980878,0.649055789,0.968819509,-1.714191944,0.106580115,1
Hoxaas2,ENSMUSG00000056445,1.513525399,0.202535761,0.539734174,0.670618414,0.577911056,1,1.469984769,0.216866984,0.791626814,0.627077783,0.602045577,1
Gm45051,ENSMUSG00000108435,-0.050247415,0.98375018,0.999354647,-0.060841689,0.980331455,1,0.11849953,0.961717654,0.998007965,0.107905256,0.965099195,1
Bpifc,ENSMUSG00000050108,1.923523126,0.104954928,0.388612794,2.216903683,0.065095415,0.962016865,0.304728872,0.795431496,0.982551479,0.598109429,0.621851858,1
Gm47708,ENSMUSG00000112188,3.196576962,0.078768565,0.337348437,0.12900959,0.943293445,1,1.71304936,0.343290895,0.87513157,-1.354518012,0.457833329,1
Gm26714,ENSMUSG00000097654,-4.27508877,0.018397369,0.158074567,-1.047290825,0.509979392,1,-4.602286181,0.011155989,0.337508967,-1.374488236,0.387150089,1
Palm3,ENSMUSG00000047986,0.806687374,0.577291492,0.844851924,1.931318488,0.183425282,0.964658317,-0.557422497,0.699087276,0.972133914,0.567208618,0.69707775,1
C030014I23Rik,ENSMUSG00000060380,-0.47498999,0.75729915,0.924367868,0.844175011,0.585109964,1,0.023231441,0.987973437,1,1.342396442,0.384041386,1
Gm16374,ENSMUSG00000115205,2.831770068,0.013178812,0.132668271,2.064233924,0.067568897,0.962016865,-0.06581151,0.952839369,0.998007965,-0.833347654,0.471919574,1
Apol7c,ENSMUSG00000044309,2.530112752,NA,NA,-1.90617893,NA,NA,3.502702319,NA,NA,-0.933589362,NA,NA
Dnah8,ENSMUSG00000033826,-0.160628286,0.930713934,0.984403888,1.381975827,0.460282378,1,0.811756696,0.661431976,0.968819509,2.354360809,0.206936805,1
Fam72a,ENSMUSG00000055184,-2.691264436,0.097081178,0.374056658,0.405192316,0.798299255,1,-2.521706174,0.120532837,0.700525104,0.574750578,0.716604332,1
Mup21,ENSMUSG00000066153,-3.3497563,0.109752303,0.397832685,4.102089629,0.017510646,0.820671239,-7.996759034,0.000107142,0.021714037,-0.544913105,0.757205039,1
Gm12811,ENSMUSG00000087641,-2.116079536,0.037810085,0.232392547,-0.353636836,0.710619155,1,-2.475154641,0.015120269,0.385117335,-0.71271194,0.454639672,1
5830444B04Rik,ENSMUSG00000084803,0.742871803,0.601828488,0.857283474,1.432142583,0.313404191,0.984939439,-0.751990561,0.595803833,0.96074528,-0.062719781,0.964935153,1
Gm32031,ENSMUSG00000109118,-2.178628297,0.12094707,0.41682554,0.637301866,0.638179651,1,-3.094880201,0.027298172,0.478750663,-0.278950038,0.837252342,1
Snord104,ENSMUSG00000065126,-0.331474222,0.827345818,0.951676864,1.000291728,0.507615351,1,-1.400649084,0.355588243,0.880210237,-0.068883133,0.963695639,1
Frmd5,ENSMUSG00000027238,0.060024621,0.961303167,0.993607031,-2.252706116,0.073866258,0.962016865,1.858198339,0.141682002,0.727882359,-0.454532398,0.712373355,1
Tmc4,ENSMUSG00000019734,-1.180257226,0.522424586,0.814175709,-0.471421402,0.798264314,1,-0.242483624,0.895783884,0.993522124,0.4663522,0.79975778,1
Eps8l1,ENSMUSG00000006154,3.828193686,0.065056886,0.306677202,1.459006236,0.479107692,1,0.938253378,0.647524101,0.968819509,-1.430934072,0.492379217,1
Phldb3,ENSMUSG00000074277,-1.811533032,0.039796297,0.23804587,-0.242727241,0.776805039,1,-1.255016442,0.158030858,0.73928161,0.31378935,0.711384455,1
Pkp3,ENSMUSG00000054065,-1.385319111,0.454833672,0.767775338,0.411258123,0.823380056,1,-1.484478632,0.423448454,0.911450881,0.312098601,0.865423419,1
A330074K22Rik,ENSMUSG00000097960,2.10706589,0.115988517,0.408390036,-0.347677239,0.793367446,1,0.541850904,0.683217599,0.970751507,-1.912892225,0.15343115,1
Ugt3a1,ENSMUSG00000049152,0.468841129,0.754235776,0.923072921,0.400572998,0.784023517,1,-2.076216401,0.160566255,0.742177218,-2.144484532,0.147259985,1
Rps6-ps1,ENSMUSG00000063875,0.076641383,0.916754295,0.981301919,0.309250983,0.668945703,1,-0.519833614,0.476676534,0.928199428,-0.287224014,0.692403572,1
Gm5091,ENSMUSG00000097624,5.727215236,NA,NA,2.853838615,NA,NA,0.694315016,NA,NA,-2.179061605,NA,NA
B230216N24Rik,ENSMUSG00000089706,0.149126109,0.923093562,0.983339272,-0.451005056,0.767570159,1,-1.069757797,0.486895846,0.930124465,-1.669888962,0.275742078,1
3830403N18Rik,ENSMUSG00000031125,-0.443722552,0.77022737,0.929768913,-0.713432662,0.636304979,1,-0.592327055,0.696869284,0.972133914,-0.862037165,0.567401453,1
Gm37123,ENSMUSG00000103039,0.602134294,0.464751917,0.774428659,0.453294375,0.582934686,1,0.118152209,0.885740187,0.992623792,-0.030687709,0.970397338,1
Myh8,ENSMUSG00000055775,9.402315489,2.17E-06,0.001037046,3.892451874,0.023216104,0.864779091,1.914898407,0.233133012,0.802573699,-3.594965208,0.083030566,1
Dnase1,ENSMUSG00000005980,0.937819407,0.433670523,0.752513165,1.090399175,0.369452365,0.995258804,0.859823683,0.473593694,0.928059924,1.01240345,0.403927994,1
NA,ENSMUSG00000097566,1.811357587,0.270432179,0.613475644,-0.049912769,0.975617319,1,0.143332248,0.93009734,0.996802713,-1.717938109,0.295663152,1
H2-T-ps,ENSMUSG00000073405,-0.186830675,0.898462456,0.975102603,0.340751314,0.817398852,1,0.55781692,0.704493231,0.973068887,1.085398909,0.46004083,1
Ap1s3,ENSMUSG00000054702,-2.463596975,0.225598982,0.565119467,1.292608618,0.523006313,1,-1.957387031,0.336237534,0.87125327,1.798818561,0.373500998,1
Gm43859,ENSMUSG00000105710,1.424940291,0.450027437,0.76441148,-0.20020755,0.915342018,1,0.543545557,0.77286181,0.980672251,-1.081602284,0.566439515,1
Gm47976,ENSMUSG00000112300,0.078401237,0.965535453,0.994942061,0.556298825,0.760905651,1,0.852635358,0.639498118,0.968232384,1.330532946,0.465325077,1
Ttk,ENSMUSG00000038379,-0.434419463,0.810703031,0.944883378,0.343775179,0.848914572,1,-1.11891132,0.53694613,0.947333207,-0.340716677,0.850368631,1
Gm19705,ENSMUSG00000097113,-0.853483831,0.594279544,0.853142398,-1.102324159,0.490559319,1,-0.112014028,0.944505292,0.997080014,-0.360854356,0.820684904,1
2310001K24Rik,ENSMUSG00000053353,-4.011466119,0.020384881,0.167602793,-1.616936412,0.299732132,0.982391778,-3.711421612,0.032308854,0.50921788,-1.316891905,0.39694334,1
Cenps,ENSMUSG00000073705,-0.110015279,0.951712451,0.990908207,1.656171875,0.362620884,0.992247578,-0.862735174,0.634595621,0.967039102,0.90345198,0.619741839,1
Styxl1,ENSMUSG00000019178,-0.343824281,0.851757078,0.960368959,-0.14790909,0.936235771,1,0.728135679,0.693427028,0.972057351,0.92405087,0.615830356,1
Scnn1a,ENSMUSG00000030340,-1.235941474,0.605021591,0.859476082,-0.861451436,0.719250836,1,0.602062364,0.801882957,0.983444808,0.976552402,0.682419975,1
Mcemp1,ENSMUSG00000013974,1.263428821,0.405373641,0.73314777,1.213128774,0.423706837,1,-0.205668282,0.891746085,0.992830659,-0.255968329,0.866580914,1
Ccr7,ENSMUSG00000037944,1.294429625,0.44818967,0.762952075,-0.037117759,0.982605611,1,0.291344315,0.864134975,0.99209571,-1.040203069,0.542164664,1
Dio3,ENSMUSG00000075707,-0.273165876,0.851316752,0.960053581,-1.798036952,0.221307247,0.97006561,1.27507909,0.387331096,0.899305494,-0.249791986,0.863451494,1
Polq,ENSMUSG00000034206,0.867595184,0.539769348,0.823106728,2.35676289,0.097523837,0.962016865,-0.733937952,0.602200712,0.962079529,0.755229754,0.597187776,1
Lbx2,ENSMUSG00000034968,1.621110643,0.406846374,0.734182265,2.025339762,0.303200583,0.982575613,0.546383841,0.779424242,0.981370564,0.95061296,0.629529417,1
C1qtnf3,ENSMUSG00000058914,-0.857761241,0.592472578,0.852007624,0.239802663,0.881215844,1,-0.237813186,0.882359882,0.992623792,0.859750718,0.591085372,1
Gm6204,ENSMUSG00000105879,0.017267984,0.980492346,0.998169351,1.348940025,0.055797524,0.962016865,-0.83273846,0.234839642,0.804273585,0.498933581,0.482533951,1
Celf3,ENSMUSG00000028137,-0.294545939,0.850495422,0.959808163,-0.400332133,0.795507077,1,-1.229848877,0.430206428,0.913243431,-1.335635071,0.388348871,1
Prrt3,ENSMUSG00000045009,-1.423515397,0.309798337,0.650731106,-1.456746603,0.298627068,0.982391778,0.093355586,0.947454341,0.997793282,0.06012438,0.965409637,1
Gm12345,ENSMUSG00000102038,1.419597423,0.386097388,0.718282575,2.214345491,0.178383873,0.964041931,-0.228230749,0.88868857,0.992623792,0.566517319,0.731751758,1
Cyp2ab1,ENSMUSG00000022818,-4.187239958,0.002756385,0.055801133,0.001138662,0.99926194,1,-4.264033538,0.00232152,0.165117017,-0.075654918,0.950932441,1
Zcchc18,ENSMUSG00000031428,2.823132547,0.038576691,0.234653059,-0.575678184,0.670312052,1,1.387978081,0.303785959,0.850740514,-2.01083265,0.141356938,1
Fhl5,ENSMUSG00000028259,1.79231376,0.401690716,0.73098629,0.56583812,0.792438055,1,1.830894399,0.392164376,0.901686179,0.604418759,0.778403816,1
Ajap1,ENSMUSG00000039546,0.794341645,0.62518784,0.86905497,-0.064127728,0.968785009,1,1.398303986,0.391726932,0.901686179,0.539834614,0.740843447,1
BC025920,ENSMUSG00000074862,3.181711176,0.14309372,0.45763449,1.341266857,0.540720596,1,2.459406221,0.256970829,0.8191081,0.618961902,0.778025469,1
Nr2c2ap,ENSMUSG00000071078,-0.950226919,0.577337468,0.844851924,1.613251192,0.346386202,0.98891856,-0.752015089,0.659578918,0.968819509,1.811463022,0.289783103,1
Zmiz1os1,ENSMUSG00000087535,0.002504815,0.99841678,1,-0.647803036,0.607639353,1,0.229747285,0.85610029,0.990920486,-0.420560566,0.737956488,1
